 ******* Program HYDRUS
 ******* Fertilization optimization                                              
 Date: ***.**.    Time: ***:**:**
 Units: L = mm   , T = hours, M = M    


 Time:        0.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

  29   -28.0000     -47.694 0.1798   0.1635E-01  0.1484E-02 -0.1245E-02  0.0000E+00      -1  -0.415E-03   20.00  0.3123E+01  0.0000E+00
  30   -29.0000     -46.766 0.1813   0.1746E-01  0.1526E-02 -0.1176E-02  0.0000E+00      -1  -0.392E-03   20.00  0.3246E+01  0.0000E+00
  31   -30.0000     -45.829 0.1829   0.1872E-01  0.1571E-02 -0.1125E-02  0.0000E+00      -1  -0.375E-03   20.00  0.3323E+01  0.0000E+00
  32   -31.0000     -44.886 0.1845   0.1999E-01  0.1617E-02 -0.1092E-02  0.0000E+00      -1  -0.364E-03   20.00  0.3353E+01  0.0000E+00
  33   -32.0000     -43.939 0.1862   0.2127E-01  0.1663E-02 -0.1068E-02  0.0000E+00      -1  -0.356E-03   20.00  0.3333E+01  0.0000E+00
  34   -33.0000     -42.987 0.1878   0.2255E-01  0.1709E-02 -0.1046E-02  0.0000E+00      -1  -0.349E-03   20.00  0.3264E+01  0.0000E+00
  35   -34.0000     -42.031 0.1894   0.2383E-01  0.1755E-02 -0.1025E-02  0.0000E+00      -1  -0.342E-03   20.00  0.3150E+01  0.0000E+00
  36   -35.0000     -41.073 0.1911   0.2512E-01  0.1801E-02 -0.1001E-02  0.0000E+00      -1  -0.334E-03   20.00  0.2996E+01  0.0000E+00
  37   -36.0000     -40.111 0.1927   0.2642E-01  0.1848E-02 -0.9725E-03  0.0000E+00      -1  -0.324E-03   20.00  0.2808E+01  0.0000E+00
  38   -37.0000     -39.147 0.1944   0.2771E-01  0.1894E-02 -0.9397E-03  0.0000E+00      -1  -0.313E-03   20.00  0.2594E+01  0.0000E+00
  39   -38.0000     -38.179 0.1960   0.2902E-01  0.1941E-02 -0.9018E-03  0.0000E+00      -1  -0.301E-03   20.00  0.2363E+01  0.0000E+00
  40   -39.0000     -37.208 0.1979   0.3099E-01  0.1998E-02 -0.8521E-03  0.0000E+00      -1  -0.284E-03   20.00  0.2120E+01  0.0000E+00
  41   -40.0000     -36.234 0.2001   0.3379E-01  0.2066E-02 -0.7900E-03  0.0000E+00      -1  -0.263E-03   20.00  0.1874E+01  0.0000E+00
  42   -41.0000     -35.255 0.2023   0.3659E-01  0.2135E-02 -0.7221E-03  0.0000E+00      -1  -0.241E-03   20.00  0.1632E+01  0.0000E+00
  43   -42.0000     -34.273 0.2044   0.3941E-01  0.2204E-02 -0.6493E-03  0.0000E+00      -1  -0.216E-03   20.00  0.1401E+01  0.0000E+00
  44   -43.0000     -33.288 0.2066   0.4223E-01  0.2273E-02 -0.5722E-03  0.0000E+00      -1  -0.191E-03   20.00  0.1187E+01  0.0000E+00
  45   -44.0000     -32.301 0.2088   0.4506E-01  0.2342E-02 -0.4915E-03  0.0000E+00      -1  -0.164E-03   20.00  0.9946E+00  0.0000E+00
  46   -45.0000     -31.310 0.2110   0.4790E-01  0.2411E-02 -0.4080E-03  0.0000E+00      -1  -0.136E-03   20.00  0.8274E+00  0.0000E+00
  47   -46.0000     -30.318 0.2132   0.5075E-01  0.2481E-02 -0.3222E-03  0.0000E+00      -1  -0.107E-03   20.00  0.6890E+00  0.0000E+00
  48   -47.0000     -29.323 0.2157   0.5512E-01  0.2563E-02 -0.2233E-03  0.0000E+00      -1  -0.744E-04   20.00  0.5825E+00  0.0000E+00
  49   -48.0000     -28.326 0.2185   0.6092E-01  0.2656E-02 -0.1119E-03  0.0000E+00      -1  -0.373E-04   20.00  0.5164E+00  0.0000E+00
  50   -49.0000     -27.327 0.2213   0.6673E-01  0.2750E-02 -0.5600E-04  0.0000E+00      -1  -0.187E-04   20.00  0.5164E+00  0.0000E+00
end


 Time:       10.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

   1     0.0000     -57.399 0.1674   0.1044E-01  0.1179E-02  0.2417E-01  0.1633E-02      -1   0.806E-02   20.00  0.1827E+02  0.0000E+00
   2    -1.0000     -54.594 0.1709   0.1215E-01  0.1267E-02  0.1690E-01  0.1547E-02      -1   0.563E-02   20.00  0.1639E+02  0.0000E+00
   3    -2.0000     -52.543 0.1736   0.1341E-01  0.1332E-02  0.1018E-01  0.1461E-02      -1   0.339E-02   20.00  0.1440E+02  0.0000E+00
   4    -3.0000     -51.043 0.1755   0.1433E-01  0.1380E-02  0.3935E-02  0.1375E-02      -1   0.131E-02   20.00  0.1226E+02  0.0000E+00
   5    -4.0000     -49.980 0.1769   0.1499E-01  0.1414E-02 -0.1860E-02  0.1289E-02      -1  -0.620E-03   20.00  0.1064E+02  0.0000E+00
   6    -5.0000     -49.286 0.1778   0.1541E-01  0.1436E-02 -0.7291E-02  0.1203E-02      -1  -0.243E-02   20.00  0.9454E+01  0.0000E+00
   7    -6.0000     -48.925 0.1783   0.1563E-01  0.1447E-02 -0.1227E-01  0.1117E-02      -1  -0.409E-02   20.00  0.8342E+01  0.0000E+00
   8    -7.0000     -48.858 0.1783   0.1568E-01  0.1449E-02 -0.1650E-01  0.1032E-02      -1  -0.550E-02   20.00  0.7221E+01  0.0000E+00
   9    -8.0000     -49.036 0.1781   0.1557E-01  0.1444E-02 -0.1972E-01  0.9456E-03      -1  -0.657E-02   20.00  0.6102E+01  0.0000E+00
  10    -9.0000     -49.398 0.1776   0.1535E-01  0.1433E-02 -0.2194E-01  0.8596E-03      -1  -0.731E-02   20.00  0.5003E+01  0.0000E+00
  11   -10.0000     -49.899 0.1770   0.1505E-01  0.1417E-02 -0.2326E-01  0.7737E-03      -1  -0.775E-02   20.00  0.3941E+01  0.0000E+00
  12   -11.0000     -50.493 0.1763   0.1470E-01  0.1399E-02 -0.2374E-01  0.6877E-03      -1  -0.791E-02   20.00  0.2952E+01  0.0000E+00
  13   -12.0000     -51.132 0.1754   0.1431E-01  0.1379E-02 -0.2344E-01  0.6017E-03      -1  -0.781E-02   20.00  0.2078E+01  0.0000E+00
  14   -13.0000     -51.768 0.1746   0.1393E-01  0.1359E-02 -0.2245E-01  0.5158E-03      -1  -0.748E-02   20.00  0.1358E+01  0.0000E+00
  15   -14.0000     -52.352 0.1739   0.1358E-01  0.1341E-02 -0.2089E-01  0.4298E-03      -1  -0.696E-02   20.00  0.8256E+00  0.0000E+00
  16   -15.0000     -52.841 0.1733   0.1328E-01  0.1325E-02 -0.1893E-01  0.3438E-03      -1  -0.631E-02   20.00  0.4967E+00  0.0000E+00
  17   -16.0000     -53.198 0.1728   0.1305E-01  0.1314E-02 -0.1673E-01  0.2579E-03      -1  -0.558E-02   20.00  0.3672E+00  0.0000E+00
  18   -17.0000     -53.399 0.1725   0.1292E-01  0.1307E-02 -0.1446E-01  0.1719E-03      -1  -0.482E-02   20.00  0.4180E+00  0.0000E+00
  19   -18.0000     -53.432 0.1725   0.1289E-01  0.1306E-02 -0.1229E-01  0.8596E-04      -1  -0.410E-02   20.00  0.6190E+00  0.0000E+00
  20   -19.0000     -53.302 0.1726   0.1296E-01  0.1309E-02 -0.1032E-01  0.0000E+00      -1  -0.344E-02   20.00  0.9151E+00  0.0000E+00
  21   -20.0000     -53.023 0.1730   0.1312E-01  0.1318E-02 -0.8599E-02  0.0000E+00      -1  -0.287E-02   20.00  0.1224E+01  0.0000E+00
  22   -21.0000     -52.611 0.1735   0.1337E-01  0.1330E-02 -0.7107E-02  0.0000E+00      -1  -0.237E-02   20.00  0.1506E+01  0.0000E+00
  23   -22.0000     -52.086 0.1742   0.1368E-01  0.1346E-02 -0.5854E-02  0.0000E+00      -1  -0.195E-02   20.00  0.1773E+01  0.0000E+00
  24   -23.0000     -51.467 0.1750   0.1406E-01  0.1366E-02 -0.4825E-02  0.0000E+00      -1  -0.161E-02   20.00  0.2035E+01  0.0000E+00
  25   -24.0000     -50.773 0.1759   0.1448E-01  0.1387E-02 -0.3996E-02  0.0000E+00      -1  -0.133E-02   20.00  0.2291E+01  0.0000E+00
  26   -25.0000     -50.020 0.1768   0.1493E-01  0.1411E-02 -0.3339E-02  0.0000E+00      -1  -0.111E-02   20.00  0.2534E+01  0.0000E+00
  27   -26.0000     -49.221 0.1778   0.1542E-01  0.1436E-02 -0.2825E-02  0.0000E+00      -1  -0.942E-03   20.00  0.2757E+01  0.0000E+00
  28   -27.0000     -48.387 0.1789   0.1593E-01  0.1462E-02 -0.2428E-02  0.0000E+00      -1  -0.809E-03   20.00  0.2953E+01  0.0000E+00
  29   -28.0000     -47.526 0.1800   0.1645E-01  0.1489E-02 -0.2126E-02  0.0000E+00      -1  -0.709E-03   20.00  0.3116E+01  0.0000E+00
  30   -29.0000     -46.643 0.1815   0.1762E-01  0.1531E-02 -0.1867E-02  0.0000E+00      -1  -0.622E-03   20.00  0.3239E+01  0.0000E+00
  31   -30.0000     -45.738 0.1831   0.1884E-01  0.1575E-02 -0.1641E-02  0.0000E+00      -1  -0.547E-03   20.00  0.3318E+01  0.0000E+00
  32   -31.0000     -44.818 0.1846   0.2008E-01  0.1620E-02 -0.1470E-02  0.0000E+00      -1  -0.490E-03   20.00  0.3348E+01  0.0000E+00
  33   -32.0000     -43.885 0.1862   0.2134E-01  0.1665E-02 -0.1339E-02  0.0000E+00      -1  -0.446E-03   20.00  0.3329E+01  0.0000E+00
  34   -33.0000     -42.944 0.1879   0.2260E-01  0.1711E-02 -0.1234E-02  0.0000E+00      -1  -0.411E-03   20.00  0.3261E+01  0.0000E+00
  35   -34.0000     -41.995 0.1895   0.2388E-01  0.1757E-02 -0.1149E-02  0.0000E+00      -1  -0.383E-03   20.00  0.3149E+01  0.0000E+00
  36   -35.0000     -41.040 0.1911   0.2517E-01  0.1803E-02 -0.1076E-02  0.0000E+00      -1  -0.359E-03   20.00  0.2995E+01  0.0000E+00
  37   -36.0000     -40.080 0.1928   0.2646E-01  0.1849E-02 -0.1012E-02  0.0000E+00      -1  -0.337E-03   20.00  0.2808E+01  0.0000E+00
  38   -37.0000     -39.117 0.1944   0.2775E-01  0.1896E-02 -0.9519E-03  0.0000E+00      -1  -0.317E-03   20.00  0.2595E+01  0.0000E+00
  39   -38.0000     -38.149 0.1961   0.2906E-01  0.1943E-02 -0.8949E-03  0.0000E+00      -1  -0.298E-03   20.00  0.2364E+01  0.0000E+00
  40   -39.0000     -37.178 0.1980   0.3108E-01  0.2000E-02 -0.8308E-03  0.0000E+00      -1  -0.277E-03   20.00  0.2121E+01  0.0000E+00
  41   -40.0000     -36.202 0.2001   0.3388E-01  0.2068E-02 -0.7584E-03  0.0000E+00      -1  -0.253E-03   20.00  0.1876E+01  0.0000E+00
  42   -41.0000     -35.223 0.2023   0.3669E-01  0.2137E-02 -0.6851E-03  0.0000E+00      -1  -0.228E-03   20.00  0.1634E+01  0.0000E+00
  43   -42.0000     -34.240 0.2045   0.3950E-01  0.2206E-02 -0.6104E-03  0.0000E+00      -1  -0.203E-03   20.00  0.1403E+01  0.0000E+00
  44   -43.0000     -33.254 0.2067   0.4233E-01  0.2275E-02 -0.5343E-03  0.0000E+00      -1  -0.178E-03   20.00  0.1189E+01  0.0000E+00
  45   -44.0000     -32.265 0.2089   0.4517E-01  0.2345E-02 -0.4566E-03  0.0000E+00      -1  -0.152E-03   20.00  0.9965E+00  0.0000E+00
  46   -45.0000     -31.274 0.2111   0.4801E-01  0.2414E-02 -0.3774E-03  0.0000E+00      -1  -0.126E-03   20.00  0.8292E+00  0.0000E+00
  47   -46.0000     -30.281 0.2133   0.5086E-01  0.2484E-02 -0.2971E-03  0.0000E+00      -1  -0.990E-04   20.00  0.6906E+00  0.0000E+00
  48   -47.0000     -29.286 0.2159   0.5533E-01  0.2566E-02 -0.2056E-03  0.0000E+00      -1  -0.685E-04   20.00  0.5839E+00  0.0000E+00
  49   -48.0000     -28.288 0.2186   0.6114E-01  0.2660E-02 -0.1030E-03  0.0000E+00      -1  -0.343E-04   20.00  0.5180E+00  0.0000E+00
  50   -49.0000     -27.289 0.2214   0.6695E-01  0.2753E-02 -0.5155E-04  0.0000E+00      -1  -0.172E-04   20.00  0.5180E+00  0.0000E+00
end


 Time:       11.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

   1     0.0000     -64.389 0.1600   0.7733E-02  0.1015E-02  0.2416E-01  0.1633E-02      -1   0.805E-02   20.00  0.1824E+02  0.0000E+00
   2    -1.0000     -60.748 0.1634   0.8698E-02  0.1085E-02  0.1883E-01  0.1547E-02      -1   0.628E-02   20.00  0.1642E+02  0.0000E+00
   3    -2.0000     -58.046 0.1665   0.1006E-01  0.1159E-02  0.1326E-01  0.1461E-02      -1   0.442E-02   20.00  0.1450E+02  0.0000E+00
   4    -3.0000     -56.056 0.1691   0.1126E-01  0.1222E-02  0.8140E-02  0.1375E-02      -1   0.271E-02   20.00  0.1248E+02  0.0000E+00
   5    -4.0000     -54.567 0.1710   0.1217E-01  0.1268E-02  0.3550E-02  0.1289E-02      -1   0.118E-02   20.00  0.1051E+02  0.0000E+00
   6    -5.0000     -53.457 0.1724   0.1284E-01  0.1303E-02 -0.5928E-03  0.1203E-02      -1  -0.198E-03   20.00  0.8998E+01  0.0000E+00
   7    -6.0000     -52.653 0.1734   0.1333E-01  0.1328E-02 -0.4298E-02  0.1117E-02      -1  -0.143E-02   20.00  0.7858E+01  0.0000E+00
   8    -7.0000     -52.100 0.1742   0.1367E-01  0.1346E-02 -0.7539E-02  0.1032E-02      -1  -0.251E-02   20.00  0.6822E+01  0.0000E+00
   9    -8.0000     -51.756 0.1746   0.1388E-01  0.1357E-02 -0.1028E-01  0.9456E-03      -1  -0.343E-02   20.00  0.5802E+01  0.0000E+00
  10    -9.0000     -51.584 0.1748   0.1399E-01  0.1362E-02 -0.1252E-01  0.8596E-03      -1  -0.417E-02   20.00  0.4805E+01  0.0000E+00
  11   -10.0000     -51.548 0.1749   0.1402E-01  0.1364E-02 -0.1422E-01  0.7737E-03      -1  -0.474E-02   20.00  0.3851E+01  0.0000E+00
  12   -11.0000     -51.616 0.1748   0.1398E-01  0.1362E-02 -0.1541E-01  0.6877E-03      -1  -0.514E-02   20.00  0.2965E+01  0.0000E+00
  13   -12.0000     -51.754 0.1746   0.1390E-01  0.1358E-02 -0.1608E-01  0.6017E-03      -1  -0.536E-02   20.00  0.2178E+01  0.0000E+00
  14   -13.0000     -51.930 0.1744   0.1380E-01  0.1353E-02 -0.1628E-01  0.5158E-03      -1  -0.543E-02   20.00  0.1518E+01  0.0000E+00
  15   -14.0000     -52.114 0.1742   0.1369E-01  0.1347E-02 -0.1605E-01  0.4298E-03      -1  -0.535E-02   20.00  0.1009E+01  0.0000E+00
  16   -15.0000     -52.273 0.1740   0.1360E-01  0.1342E-02 -0.1544E-01  0.3438E-03      -1  -0.515E-02   20.00  0.6690E+00  0.0000E+00
  17   -16.0000     -52.384 0.1738   0.1353E-01  0.1339E-02 -0.1455E-01  0.2579E-03      -1  -0.485E-02   20.00  0.5009E+00  0.0000E+00
  18   -17.0000     -52.422 0.1738   0.1351E-01  0.1337E-02 -0.1346E-01  0.1719E-03      -1  -0.449E-02   20.00  0.4984E+00  0.0000E+00
  19   -18.0000     -52.375 0.1738   0.1353E-01  0.1339E-02 -0.1226E-01  0.8596E-04      -1  -0.409E-02   20.00  0.6416E+00  0.0000E+00
  20   -19.0000     -52.233 0.1740   0.1361E-01  0.1343E-02 -0.1104E-01  0.0000E+00      -1  -0.368E-02   20.00  0.8885E+00  0.0000E+00
  21   -20.0000     -51.995 0.1743   0.1375E-01  0.1350E-02 -0.9834E-02  0.0000E+00      -1  -0.328E-02   20.00  0.1178E+01  0.0000E+00
  22   -21.0000     -51.662 0.1747   0.1395E-01  0.1360E-02 -0.8658E-02  0.0000E+00      -1  -0.289E-02   20.00  0.1466E+01  0.0000E+00
  23   -22.0000     -51.236 0.1753   0.1421E-01  0.1374E-02 -0.7558E-02  0.0000E+00      -1  -0.252E-02   20.00  0.1743E+01  0.0000E+00
  24   -23.0000     -50.726 0.1759   0.1451E-01  0.1389E-02 -0.6561E-02  0.0000E+00      -1  -0.219E-02   20.00  0.2010E+01  0.0000E+00
  25   -24.0000     -50.140 0.1767   0.1487E-01  0.1408E-02 -0.5681E-02  0.0000E+00      -1  -0.189E-02   20.00  0.2268E+01  0.0000E+00
  26   -25.0000     -49.490 0.1775   0.1526E-01  0.1428E-02 -0.4923E-02  0.0000E+00      -1  -0.164E-02   20.00  0.2514E+01  0.0000E+00
  27   -26.0000     -48.786 0.1784   0.1569E-01  0.1450E-02 -0.4282E-02  0.0000E+00      -1  -0.143E-02   20.00  0.2740E+01  0.0000E+00
  28   -27.0000     -48.036 0.1794   0.1614E-01  0.1473E-02 -0.3752E-02  0.0000E+00      -1  -0.125E-02   20.00  0.2939E+01  0.0000E+00
  29   -28.0000     -47.250 0.1805   0.1681E-01  0.1502E-02 -0.3256E-02  0.0000E+00      -1  -0.109E-02   20.00  0.3103E+01  0.0000E+00
  30   -29.0000     -46.422 0.1819   0.1792E-01  0.1542E-02 -0.2790E-02  0.0000E+00      -1  -0.930E-03   20.00  0.3229E+01  0.0000E+00
  31   -30.0000     -45.562 0.1834   0.1908E-01  0.1584E-02 -0.2413E-02  0.0000E+00      -1  -0.804E-03   20.00  0.3310E+01  0.0000E+00
  32   -31.0000     -44.676 0.1849   0.2027E-01  0.1627E-02 -0.2107E-02  0.0000E+00      -1  -0.702E-03   20.00  0.3342E+01  0.0000E+00
  33   -32.0000     -43.770 0.1864   0.2149E-01  0.1671E-02 -0.1858E-02  0.0000E+00      -1  -0.619E-03   20.00  0.3325E+01  0.0000E+00
  34   -33.0000     -42.849 0.1880   0.2273E-01  0.1715E-02 -0.1653E-02  0.0000E+00      -1  -0.551E-03   20.00  0.3258E+01  0.0000E+00
  35   -34.0000     -41.916 0.1896   0.2399E-01  0.1760E-02 -0.1484E-02  0.0000E+00      -1  -0.495E-03   20.00  0.3147E+01  0.0000E+00
  36   -35.0000     -40.973 0.1912   0.2525E-01  0.1806E-02 -0.1342E-02  0.0000E+00      -1  -0.447E-03   20.00  0.2994E+01  0.0000E+00
  37   -36.0000     -40.022 0.1929   0.2653E-01  0.1852E-02 -0.1220E-02  0.0000E+00      -1  -0.407E-03   20.00  0.2808E+01  0.0000E+00
  38   -37.0000     -39.065 0.1945   0.2782E-01  0.1898E-02 -0.1115E-02  0.0000E+00      -1  -0.372E-03   20.00  0.2595E+01  0.0000E+00
  39   -38.0000     -38.103 0.1961   0.2912E-01  0.1945E-02 -0.1021E-02  0.0000E+00      -1  -0.340E-03   20.00  0.2365E+01  0.0000E+00
  40   -39.0000     -37.135 0.1981   0.3120E-01  0.2003E-02 -0.9256E-03  0.0000E+00      -1  -0.309E-03   20.00  0.2123E+01  0.0000E+00
  41   -40.0000     -36.162 0.2002   0.3399E-01  0.2071E-02 -0.8255E-03  0.0000E+00      -1  -0.275E-03   20.00  0.1878E+01  0.0000E+00
  42   -41.0000     -35.184 0.2024   0.3680E-01  0.2140E-02 -0.7314E-03  0.0000E+00      -1  -0.244E-03   20.00  0.1636E+01  0.0000E+00
  43   -42.0000     -34.202 0.2046   0.3961E-01  0.2209E-02 -0.6413E-03  0.0000E+00      -1  -0.214E-03   20.00  0.1405E+01  0.0000E+00
  44   -43.0000     -33.216 0.2068   0.4244E-01  0.2278E-02 -0.5540E-03  0.0000E+00      -1  -0.185E-03   20.00  0.1191E+01  0.0000E+00
  45   -44.0000     -32.228 0.2090   0.4527E-01  0.2347E-02 -0.4685E-03  0.0000E+00      -1  -0.156E-03   20.00  0.9984E+00  0.0000E+00
  46   -45.0000     -31.237 0.2112   0.4811E-01  0.2417E-02 -0.3843E-03  0.0000E+00      -1  -0.128E-03   20.00  0.8309E+00  0.0000E+00
  47   -46.0000     -30.244 0.2134   0.5096E-01  0.2486E-02 -0.3008E-03  0.0000E+00      -1  -0.100E-03   20.00  0.6921E+00  0.0000E+00
  48   -47.0000     -29.249 0.2160   0.5555E-01  0.2570E-02 -0.2073E-03  0.0000E+00      -1  -0.691E-04   20.00  0.5853E+00  0.0000E+00
  49   -48.0000     -28.252 0.2187   0.6135E-01  0.2663E-02 -0.1036E-03  0.0000E+00      -1  -0.345E-04   20.00  0.5195E+00  0.0000E+00
  50   -49.0000     -27.252 0.2215   0.6717E-01  0.2757E-02 -0.5184E-04  0.0000E+00      -1  -0.173E-04   20.00  0.5195E+00  0.0000E+00
end


 Time:       12.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

   1     0.0000     -71.007 0.1537   0.5946E-02  0.8847E-03  0.2416E-01  0.1633E-02      -1   0.805E-02   20.00  0.1809E+02  0.0000E+00
   2    -1.0000     -66.659 0.1578   0.7113E-02  0.9696E-03  0.1986E-01  0.1547E-02      -1   0.662E-02   20.00  0.1625E+02  0.0000E+00
   3    -2.0000     -63.297 0.1610   0.8011E-02  0.1035E-02  0.1580E-01  0.1461E-02      -1   0.527E-02   20.00  0.1441E+02  0.0000E+00
   4    -3.0000     -60.652 0.1634   0.8711E-02  0.1086E-02  0.1162E-01  0.1375E-02      -1   0.387E-02   20.00  0.1253E+02  0.0000E+00
   5    -4.0000     -58.622 0.1658   0.9688E-02  0.1140E-02  0.7515E-02  0.1289E-02      -1   0.250E-02   20.00  0.1061E+02  0.0000E+00
   6    -5.0000     -57.076 0.1677   0.1063E-01  0.1189E-02  0.3819E-02  0.1203E-02      -1   0.127E-02   20.00  0.8869E+01  0.0000E+00
   7    -6.0000     -55.886 0.1693   0.1136E-01  0.1226E-02  0.5631E-03  0.1117E-02      -1   0.188E-03   20.00  0.7510E+01  0.0000E+00
   8    -7.0000     -54.968 0.1705   0.1192E-01  0.1255E-02 -0.2294E-02  0.1032E-02      -1  -0.765E-03   20.00  0.6431E+01  0.0000E+00
   9    -8.0000     -54.267 0.1714   0.1235E-01  0.1278E-02 -0.4769E-02  0.9456E-03      -1  -0.159E-02   20.00  0.5468E+01  0.0000E+00
  10    -9.0000     -53.740 0.1721   0.1268E-01  0.1295E-02 -0.6866E-02  0.8596E-03      -1  -0.229E-02   20.00  0.4548E+01  0.0000E+00
  11   -10.0000     -53.351 0.1726   0.1292E-01  0.1307E-02 -0.8586E-02  0.7737E-03      -1  -0.286E-02   20.00  0.3675E+01  0.0000E+00
  12   -11.0000     -53.069 0.1730   0.1311E-01  0.1317E-02 -0.9933E-02  0.6877E-03      -1  -0.331E-02   20.00  0.2869E+01  0.0000E+00
  13   -12.0000     -52.867 0.1732   0.1324E-01  0.1324E-02 -0.1091E-01  0.6017E-03      -1  -0.364E-02   20.00  0.2154E+01  0.0000E+00
  14   -13.0000     -52.719 0.1734   0.1334E-01  0.1329E-02 -0.1155E-01  0.5158E-03      -1  -0.385E-02   20.00  0.1553E+01  0.0000E+00
  15   -14.0000     -52.599 0.1736   0.1343E-01  0.1333E-02 -0.1186E-01  0.4298E-03      -1  -0.395E-02   20.00  0.1084E+01  0.0000E+00
  16   -15.0000     -52.486 0.1737   0.1350E-01  0.1337E-02 -0.1188E-01  0.3438E-03      -1  -0.396E-02   20.00  0.7618E+00  0.0000E+00
  17   -16.0000     -52.359 0.1739   0.1359E-01  0.1341E-02 -0.1166E-01  0.2579E-03      -1  -0.389E-02   20.00  0.5899E+00  0.0000E+00
  18   -17.0000     -52.202 0.1741   0.1368E-01  0.1346E-02 -0.1125E-01  0.1719E-03      -1  -0.375E-02   20.00  0.5658E+00  0.0000E+00
  19   -18.0000     -52.003 0.1743   0.1380E-01  0.1353E-02 -0.1071E-01  0.8596E-04      -1  -0.357E-02   20.00  0.6757E+00  0.0000E+00
  20   -19.0000     -51.753 0.1747   0.1395E-01  0.1360E-02 -0.1008E-01  0.0000E+00      -1  -0.336E-02   20.00  0.8875E+00  0.0000E+00
  21   -20.0000     -51.448 0.1750   0.1413E-01  0.1369E-02 -0.9393E-02  0.0000E+00      -1  -0.313E-02   20.00  0.1153E+01  0.0000E+00
  22   -21.0000     -51.082 0.1755   0.1434E-01  0.1380E-02 -0.8646E-02  0.0000E+00      -1  -0.288E-02   20.00  0.1435E+01  0.0000E+00
  23   -22.0000     -50.653 0.1760   0.1459E-01  0.1393E-02 -0.7883E-02  0.0000E+00      -1  -0.263E-02   20.00  0.1714E+01  0.0000E+00
  24   -23.0000     -50.162 0.1767   0.1488E-01  0.1408E-02 -0.7135E-02  0.0000E+00      -1  -0.238E-02   20.00  0.1984E+01  0.0000E+00
  25   -24.0000     -49.612 0.1774   0.1521E-01  0.1425E-02 -0.6428E-02  0.0000E+00      -1  -0.214E-02   20.00  0.2245E+01  0.0000E+00
  26   -25.0000     -49.008 0.1781   0.1557E-01  0.1444E-02 -0.5776E-02  0.0000E+00      -1  -0.193E-02   20.00  0.2493E+01  0.0000E+00
  27   -26.0000     -48.354 0.1790   0.1596E-01  0.1464E-02 -0.5190E-02  0.0000E+00      -1  -0.173E-02   20.00  0.2721E+01  0.0000E+00
  28   -27.0000     -47.658 0.1798   0.1638E-01  0.1486E-02 -0.4673E-02  0.0000E+00      -1  -0.156E-02   20.00  0.2922E+01  0.0000E+00
  29   -28.0000     -46.922 0.1810   0.1726E-01  0.1518E-02 -0.4152E-02  0.0000E+00      -1  -0.138E-02   20.00  0.3087E+01  0.0000E+00
  30   -29.0000     -46.139 0.1824   0.1831E-01  0.1556E-02 -0.3631E-02  0.0000E+00      -1  -0.121E-02   20.00  0.3216E+01  0.0000E+00
  31   -30.0000     -45.319 0.1838   0.1941E-01  0.1596E-02 -0.3185E-02  0.0000E+00      -1  -0.106E-02   20.00  0.3299E+01  0.0000E+00
  32   -31.0000     -44.468 0.1852   0.2055E-01  0.1637E-02 -0.2804E-02  0.0000E+00      -1  -0.935E-03   20.00  0.3334E+01  0.0000E+00
  33   -32.0000     -43.593 0.1867   0.2173E-01  0.1679E-02 -0.2480E-02  0.0000E+00      -1  -0.827E-03   20.00  0.3319E+01  0.0000E+00
  34   -33.0000     -42.697 0.1883   0.2293E-01  0.1722E-02 -0.2203E-02  0.0000E+00      -1  -0.734E-03   20.00  0.3255E+01  0.0000E+00
  35   -34.0000     -41.785 0.1898   0.2416E-01  0.1766E-02 -0.1966E-02  0.0000E+00      -1  -0.655E-03   20.00  0.3144E+01  0.0000E+00
  36   -35.0000     -40.860 0.1914   0.2540E-01  0.1811E-02 -0.1762E-02  0.0000E+00      -1  -0.587E-03   20.00  0.2993E+01  0.0000E+00
  37   -36.0000     -39.924 0.1930   0.2666E-01  0.1857E-02 -0.1585E-02  0.0000E+00      -1  -0.528E-03   20.00  0.2808E+01  0.0000E+00
  38   -37.0000     -38.979 0.1946   0.2793E-01  0.1902E-02 -0.1431E-02  0.0000E+00      -1  -0.477E-03   20.00  0.2596E+01  0.0000E+00
  39   -38.0000     -38.027 0.1963   0.2922E-01  0.1948E-02 -0.1296E-02  0.0000E+00      -1  -0.432E-03   20.00  0.2367E+01  0.0000E+00
