 ******* Program HYDRUS
 ******* Fertilization optimization                                              
 Date: ***.**.    Time: ***:**:**
 Units: L = mm   , T = hours, M = M    


 Time:        0.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

   1     0.0000    -100.944 0.1335   0.2238E-02  0.5338E-03  0.2416E-01  0.1633E-02      -1   0.805E-02   20.00  0.1679E+02  0.0000E+00
   2    -1.0000     -91.238 0.1389   0.2977E-02  0.6184E-03  0.2128E-01  0.1547E-02      -1   0.709E-02   20.00  0.1511E+02  0.0000E+00
   3    -2.0000     -84.339 0.1436   0.3758E-02  0.6975E-03  0.1874E-01  0.1461E-02      -1   0.625E-02   20.00  0.1341E+02  0.0000E+00
   4    -3.0000     -79.001 0.1472   0.4364E-02  0.7589E-03  0.1653E-01  0.1375E-02      -1   0.551E-02   20.00  0.1173E+02  0.0000E+00
   5    -4.0000     -74.701 0.1503   0.4994E-02  0.8154E-03  0.1422E-01  0.1289E-02      -1   0.474E-02   20.00  0.1011E+02  0.0000E+00
   6    -5.0000     -71.312 0.1535   0.5890E-02  0.8806E-03  0.1199E-01  0.1203E-02      -1   0.400E-02   20.00  0.8527E+01  0.0000E+00
   7    -6.0000     -68.557 0.1561   0.6621E-02  0.9338E-03  0.1009E-01  0.1117E-02      -1   0.336E-02   20.00  0.7065E+01  0.0000E+00
   8    -7.0000     -66.228 0.1582   0.7241E-02  0.9788E-03  0.8421E-02  0.1032E-02      -1   0.281E-02   20.00  0.5773E+01  0.0000E+00
   9    -8.0000     -64.212 0.1601   0.7779E-02  0.1018E-02  0.6918E-02  0.9456E-03      -1   0.231E-02   20.00  0.4663E+01  0.0000E+00
  10    -9.0000     -62.438 0.1618   0.8254E-02  0.1053E-02  0.5573E-02  0.8596E-03      -1   0.186E-02   20.00  0.3710E+01  0.0000E+00
  11   -10.0000     -60.854 0.1633   0.8675E-02  0.1083E-02  0.4217E-02  0.7737E-03      -1   0.141E-02   20.00  0.2898E+01  0.0000E+00
  12   -11.0000     -59.464 0.1648   0.9213E-02  0.1116E-02  0.2754E-02  0.6877E-03      -1   0.918E-03   20.00  0.2200E+01  0.0000E+00
  13   -12.0000     -58.253 0.1663   0.9947E-02  0.1154E-02  0.1387E-02  0.6017E-03      -1   0.462E-03   20.00  0.1630E+01  0.0000E+00
  14   -13.0000     -57.180 0.1677   0.1060E-01  0.1187E-02  0.2221E-03  0.5158E-03      -1   0.740E-04   20.00  0.1199E+01  0.0000E+00
  15   -14.0000     -56.209 0.1689   0.1119E-01  0.1218E-02 -0.7762E-03  0.4298E-03      -1  -0.259E-03   20.00  0.8910E+00  0.0000E+00
  16   -15.0000     -55.316 0.1701   0.1173E-01  0.1246E-02 -0.1634E-02  0.3438E-03      -1  -0.545E-03   20.00  0.7001E+00  0.0000E+00
  17   -16.0000     -54.486 0.1711   0.1224E-01  0.1272E-02 -0.2374E-02  0.2579E-03      -1  -0.791E-03   20.00  0.6149E+00  0.0000E+00
  18   -17.0000     -53.704 0.1721   0.1271E-01  0.1297E-02 -0.3015E-02  0.1719E-03      -1  -0.100E-02   20.00  0.6322E+00  0.0000E+00
  19   -18.0000     -52.960 0.1731   0.1317E-01  0.1320E-02 -0.3575E-02  0.8596E-04      -1  -0.119E-02   20.00  0.7443E+00  0.0000E+00
  20   -19.0000     -52.246 0.1740   0.1360E-01  0.1342E-02 -0.4073E-02  0.0000E+00      -1  -0.136E-02   20.00  0.9285E+00  0.0000E+00
  21   -20.0000     -51.558 0.1749   0.1402E-01  0.1364E-02 -0.4480E-02  0.0000E+00      -1  -0.149E-02   20.00  0.1151E+01  0.0000E+00
  22   -21.0000     -50.885 0.1757   0.1443E-01  0.1385E-02 -0.4772E-02  0.0000E+00      -1  -0.159E-02   20.00  0.1397E+01  0.0000E+00
  23   -22.0000     -50.220 0.1766   0.1483E-01  0.1406E-02 -0.4963E-02  0.0000E+00      -1  -0.165E-02   20.00  0.1658E+01  0.0000E+00
  24   -23.0000     -49.555 0.1774   0.1524E-01  0.1427E-02 -0.5067E-02  0.0000E+00      -1  -0.169E-02   20.00  0.1921E+01  0.0000E+00
  25   -24.0000     -48.885 0.1783   0.1564E-01  0.1447E-02 -0.5100E-02  0.0000E+00      -1  -0.170E-02   20.00  0.2178E+01  0.0000E+00
  26   -25.0000     -48.207 0.1792   0.1605E-01  0.1469E-02 -0.5072E-02  0.0000E+00      -1  -0.169E-02   20.00  0.2422E+01  0.0000E+00
  27   -26.0000     -47.517 0.1800   0.1647E-01  0.1490E-02 -0.4994E-02  0.0000E+00      -1  -0.166E-02   20.00  0.2649E+01  0.0000E+00
  28   -27.0000     -46.809 0.1813   0.1742E-01  0.1524E-02 -0.4855E-02  0.0000E+00      -1  -0.162E-02   20.00  0.2849E+01  0.0000E+00
  29   -28.0000     -46.075 0.1825   0.1841E-01  0.1560E-02 -0.4663E-02  0.0000E+00      -1  -0.155E-02   20.00  0.3020E+01  0.0000E+00
  30   -29.0000     -45.316 0.1838   0.1943E-01  0.1596E-02 -0.4443E-02  0.0000E+00      -1  -0.148E-02   20.00  0.3155E+01  0.0000E+00
  31   -30.0000     -44.532 0.1851   0.2048E-01  0.1634E-02 -0.4207E-02  0.0000E+00      -1  -0.140E-02   20.00  0.3247E+01  0.0000E+00
  32   -31.0000     -43.727 0.1865   0.2156E-01  0.1673E-02 -0.3962E-02  0.0000E+00      -1  -0.132E-02   20.00  0.3292E+01  0.0000E+00
  33   -32.0000     -42.900 0.1879   0.2267E-01  0.1713E-02 -0.3716E-02  0.0000E+00      -1  -0.124E-02   20.00  0.3287E+01  0.0000E+00
  34   -33.0000     -42.055 0.1894   0.2381E-01  0.1754E-02 -0.3472E-02  0.0000E+00      -1  -0.116E-02   20.00  0.3233E+01  0.0000E+00
  35   -34.0000     -41.192 0.1909   0.2497E-01  0.1796E-02 -0.3235E-02  0.0000E+00      -1  -0.108E-02   20.00  0.3132E+01  0.0000E+00
  36   -35.0000     -40.314 0.1924   0.2615E-01  0.1838E-02 -0.3006E-02  0.0000E+00      -1  -0.100E-02   20.00  0.2990E+01  0.0000E+00
  37   -36.0000     -39.423 0.1939   0.2735E-01  0.1881E-02 -0.2787E-02  0.0000E+00      -1  -0.929E-03   20.00  0.2811E+01  0.0000E+00
  38   -37.0000     -38.519 0.1954   0.2856E-01  0.1925E-02 -0.2579E-02  0.0000E+00      -1  -0.860E-03   20.00  0.2605E+01  0.0000E+00
  39   -38.0000     -37.603 0.1970   0.2986E-01  0.1970E-02 -0.2369E-02  0.0000E+00      -1  -0.790E-03   20.00  0.2379E+01  0.0000E+00
  40   -39.0000     -36.676 0.1991   0.3252E-01  0.2035E-02 -0.2142E-02  0.0000E+00      -1  -0.714E-03   20.00  0.2140E+01  0.0000E+00
  41   -40.0000     -35.736 0.2012   0.3522E-01  0.2101E-02 -0.1909E-02  0.0000E+00      -1  -0.636E-03   20.00  0.1897E+01  0.0000E+00
  42   -41.0000     -34.785 0.2033   0.3794E-01  0.2168E-02 -0.1686E-02  0.0000E+00      -1  -0.562E-03   20.00  0.1656E+01  0.0000E+00
  43   -42.0000     -33.825 0.2054   0.4069E-01  0.2235E-02 -0.1471E-02  0.0000E+00      -1  -0.490E-03   20.00  0.1424E+01  0.0000E+00
  44   -43.0000     -32.857 0.2076   0.4347E-01  0.2303E-02 -0.1264E-02  0.0000E+00      -1  -0.421E-03   20.00  0.1208E+01  0.0000E+00
  45   -44.0000     -31.883 0.2098   0.4626E-01  0.2371E-02 -0.1064E-02  0.0000E+00      -1  -0.355E-03   20.00  0.1013E+01  0.0000E+00
  46   -45.0000     -30.903 0.2119   0.4907E-01  0.2440E-02 -0.8686E-03  0.0000E+00      -1  -0.290E-03   20.00  0.8439E+00  0.0000E+00
  47   -46.0000     -29.919 0.2141   0.5189E-01  0.2509E-02 -0.6776E-03  0.0000E+00      -1  -0.226E-03   20.00  0.7033E+00  0.0000E+00
  48   -47.0000     -28.929 0.2168   0.5740E-01  0.2600E-02 -0.4659E-03  0.0000E+00      -1  -0.155E-03   20.00  0.5950E+00  0.0000E+00
  49   -48.0000     -27.935 0.2196   0.6318E-01  0.2693E-02 -0.2324E-03  0.0000E+00      -1  -0.775E-04   20.00  0.5285E+00  0.0000E+00
  50   -49.0000     -26.937 0.2224   0.6899E-01  0.2786E-02 -0.1161E-03  0.0000E+00      -1  -0.387E-04   20.00  0.5285E+00  0.0000E+00
end


 Time:       17.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

   1     0.0000    -110.229 0.1291   0.1797E-02  0.4722E-03  0.2417E-01  0.1633E-02      -1   0.806E-02   20.00  0.1636E+02  0.0000E+00
   2    -1.0000     -98.278 0.1348   0.2361E-02  0.5510E-03  0.2145E-01  0.1547E-02      -1   0.715E-02   20.00  0.1471E+02  0.0000E+00
   3    -2.0000     -89.934 0.1398   0.3121E-02  0.6330E-03  0.1898E-01  0.1461E-02      -1   0.633E-02   20.00  0.1306E+02  0.0000E+00
   4    -3.0000     -83.797 0.1439   0.3818E-02  0.7035E-03  0.1689E-01  0.1375E-02      -1   0.563E-02   20.00  0.1142E+02  0.0000E+00
   5    -4.0000     -78.901 0.1472   0.4375E-02  0.7600E-03  0.1507E-01  0.1289E-02      -1   0.502E-02   20.00  0.9838E+01  0.0000E+00
   6    -5.0000     -74.861 0.1502   0.4952E-02  0.8124E-03  0.1312E-01  0.1203E-02      -1   0.437E-02   20.00  0.8334E+01  0.0000E+00
   7    -6.0000     -71.618 0.1532   0.5810E-02  0.8748E-03  0.1120E-01  0.1117E-02      -1   0.373E-02   20.00  0.6906E+01  0.0000E+00
   8    -7.0000     -68.942 0.1557   0.6520E-02  0.9264E-03  0.9579E-02  0.1032E-02      -1   0.319E-02   20.00  0.5621E+01  0.0000E+00
   9    -8.0000     -66.648 0.1578   0.7129E-02  0.9707E-03  0.8157E-02  0.9456E-03      -1   0.272E-02   20.00  0.4506E+01  0.0000E+00
  10    -9.0000     -64.636 0.1597   0.7664E-02  0.1010E-02  0.6882E-02  0.8596E-03      -1   0.229E-02   20.00  0.3557E+01  0.0000E+00
  11   -10.0000     -62.842 0.1614   0.8144E-02  0.1044E-02  0.5729E-02  0.7737E-03      -1   0.191E-02   20.00  0.2754E+01  0.0000E+00
  12   -11.0000     -61.222 0.1629   0.8576E-02  0.1076E-02  0.4617E-02  0.6877E-03      -1   0.154E-02   20.00  0.2079E+01  0.0000E+00
  13   -12.0000     -59.762 0.1644   0.9030E-02  0.1106E-02  0.3387E-02  0.6017E-03      -1   0.113E-02   20.00  0.1530E+01  0.0000E+00
  14   -13.0000     -58.473 0.1660   0.9812E-02  0.1147E-02  0.2150E-02  0.5158E-03      -1   0.717E-03   20.00  0.1105E+01  0.0000E+00
  15   -14.0000     -57.318 0.1675   0.1051E-01  0.1183E-02  0.1083E-02  0.4298E-03      -1   0.361E-03   20.00  0.8101E+00  0.0000E+00
  16   -15.0000     -56.264 0.1688   0.1115E-01  0.1216E-02  0.1502E-03  0.3438E-03      -1   0.501E-04   20.00  0.6397E+00  0.0000E+00
  17   -16.0000     -55.289 0.1701   0.1175E-01  0.1247E-02 -0.6726E-03  0.2579E-03      -1  -0.224E-03   20.00  0.5779E+00  0.0000E+00
  18   -17.0000     -54.377 0.1713   0.1230E-01  0.1275E-02 -0.1406E-02  0.1719E-03      -1  -0.469E-03   20.00  0.6161E+00  0.0000E+00
  19   -18.0000     -53.516 0.1724   0.1283E-01  0.1302E-02 -0.2068E-02  0.8596E-04      -1  -0.689E-03   20.00  0.7431E+00  0.0000E+00
  20   -19.0000     -52.698 0.1734   0.1332E-01  0.1328E-02 -0.2674E-02  0.0000E+00      -1  -0.891E-03   20.00  0.9352E+00  0.0000E+00
  21   -20.0000     -51.917 0.1744   0.1380E-01  0.1352E-02 -0.3197E-02  0.0000E+00      -1  -0.107E-02   20.00  0.1157E+01  0.0000E+00
  22   -21.0000     -51.162 0.1754   0.1426E-01  0.1376E-02 -0.3607E-02  0.0000E+00      -1  -0.120E-02   20.00  0.1400E+01  0.0000E+00
  23   -22.0000     -50.423 0.1763   0.1471E-01  0.1399E-02 -0.3917E-02  0.0000E+00      -1  -0.131E-02   20.00  0.1656E+01  0.0000E+00
  24   -23.0000     -49.694 0.1773   0.1515E-01  0.1422E-02 -0.4138E-02  0.0000E+00      -1  -0.138E-02   20.00  0.1915E+01  0.0000E+00
  25   -24.0000     -48.969 0.1782   0.1559E-01  0.1445E-02 -0.4284E-02  0.0000E+00      -1  -0.143E-02   20.00  0.2169E+01  0.0000E+00
  26   -25.0000     -48.244 0.1791   0.1603E-01  0.1467E-02 -0.4363E-02  0.0000E+00      -1  -0.145E-02   20.00  0.2412E+01  0.0000E+00
  27   -26.0000     -47.514 0.1800   0.1647E-01  0.1490E-02 -0.4386E-02  0.0000E+00      -1  -0.146E-02   20.00  0.2637E+01  0.0000E+00
  28   -27.0000     -46.772 0.1813   0.1747E-01  0.1526E-02 -0.4354E-02  0.0000E+00      -1  -0.145E-02   20.00  0.2837E+01  0.0000E+00
  29   -28.0000     -46.012 0.1826   0.1849E-01  0.1563E-02 -0.4270E-02  0.0000E+00      -1  -0.142E-02   20.00  0.3007E+01  0.0000E+00
  30   -29.0000     -45.234 0.1839   0.1954E-01  0.1600E-02 -0.4148E-02  0.0000E+00      -1  -0.138E-02   20.00  0.3141E+01  0.0000E+00
  31   -30.0000     -44.437 0.1853   0.2061E-01  0.1639E-02 -0.3997E-02  0.0000E+00      -1  -0.133E-02   20.00  0.3234E+01  0.0000E+00
  32   -31.0000     -43.623 0.1867   0.2170E-01  0.1678E-02 -0.3826E-02  0.0000E+00      -1  -0.128E-02   20.00  0.3281E+01  0.0000E+00
  33   -32.0000     -42.790 0.1881   0.2282E-01  0.1718E-02 -0.3641E-02  0.0000E+00      -1  -0.121E-02   20.00  0.3278E+01  0.0000E+00
  34   -33.0000     -41.942 0.1896   0.2396E-01  0.1759E-02 -0.3450E-02  0.0000E+00      -1  -0.115E-02   20.00  0.3227E+01  0.0000E+00
  35   -34.0000     -41.079 0.1911   0.2512E-01  0.1801E-02 -0.3255E-02  0.0000E+00      -1  -0.108E-02   20.00  0.3128E+01  0.0000E+00
  36   -35.0000     -40.201 0.1926   0.2630E-01  0.1844E-02 -0.3059E-02  0.0000E+00      -1  -0.102E-02   20.00  0.2988E+01  0.0000E+00
  37   -36.0000     -39.312 0.1941   0.2750E-01  0.1887E-02 -0.2867E-02  0.0000E+00      -1  -0.956E-03   20.00  0.2812E+01  0.0000E+00
  38   -37.0000     -38.410 0.1956   0.2871E-01  0.1930E-02 -0.2678E-02  0.0000E+00      -1  -0.893E-03   20.00  0.2607E+01  0.0000E+00
  39   -38.0000     -37.498 0.1973   0.3017E-01  0.1978E-02 -0.2467E-02  0.0000E+00      -1  -0.822E-03   20.00  0.2382E+01  0.0000E+00
  40   -39.0000     -36.573 0.1993   0.3282E-01  0.2042E-02 -0.2234E-02  0.0000E+00      -1  -0.745E-03   20.00  0.2145E+01  0.0000E+00
  41   -40.0000     -35.635 0.2014   0.3551E-01  0.2108E-02 -0.2006E-02  0.0000E+00      -1  -0.669E-03   20.00  0.1902E+01  0.0000E+00
  42   -41.0000     -34.686 0.2035   0.3823E-01  0.2175E-02 -0.1782E-02  0.0000E+00      -1  -0.594E-03   20.00  0.1661E+01  0.0000E+00
  43   -42.0000     -33.728 0.2057   0.4097E-01  0.2242E-02 -0.1564E-02  0.0000E+00      -1  -0.521E-03   20.00  0.1429E+01  0.0000E+00
  44   -43.0000     -32.762 0.2078   0.4374E-01  0.2310E-02 -0.1351E-02  0.0000E+00      -1  -0.450E-03   20.00  0.1213E+01  0.0000E+00
  45   -44.0000     -31.790 0.2100   0.4653E-01  0.2378E-02 -0.1141E-02  0.0000E+00      -1  -0.380E-03   20.00  0.1018E+01  0.0000E+00
  46   -45.0000     -30.812 0.2121   0.4933E-01  0.2446E-02 -0.9352E-03  0.0000E+00      -1  -0.312E-03   20.00  0.8476E+00  0.0000E+00
  47   -46.0000     -29.828 0.2143   0.5217E-01  0.2516E-02 -0.7299E-03  0.0000E+00      -1  -0.243E-03   20.00  0.7064E+00  0.0000E+00
  48   -47.0000     -28.840 0.2171   0.5793E-01  0.2608E-02 -0.5011E-03  0.0000E+00      -1  -0.167E-03   20.00  0.5976E+00  0.0000E+00
  49   -48.0000     -27.846 0.2199   0.6371E-01  0.2701E-02 -0.2502E-03  0.0000E+00      -1  -0.834E-04   20.00  0.5308E+00  0.0000E+00
  50   -49.0000     -26.848 0.2227   0.6952E-01  0.2794E-02 -0.1250E-03  0.0000E+00      -1  -0.417E-04   20.00  0.5308E+00  0.0000E+00
end


 Time:       18.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

   1     0.0000    -120.592 0.1241   0.1306E-02  0.4035E-03  0.2417E-01  0.1633E-02      -1   0.806E-02   20.00  0.1590E+02  0.0000E+00
   2    -1.0000    -105.951 0.1311   0.1995E-02  0.4998E-03  0.2146E-01  0.1547E-02      -1   0.715E-02   20.00  0.1428E+02  0.0000E+00
   3    -2.0000     -95.821 0.1359   0.2475E-02  0.5669E-03  0.1919E-01  0.1461E-02      -1   0.640E-02   20.00  0.1268E+02  0.0000E+00
   4    -3.0000     -88.564 0.1407   0.3273E-02  0.6484E-03  0.1706E-01  0.1375E-02      -1   0.569E-02   20.00  0.1109E+02  0.0000E+00
   5    -4.0000     -83.062 0.1444   0.3899E-02  0.7118E-03  0.1538E-01  0.1289E-02      -1   0.513E-02   20.00  0.9544E+01  0.0000E+00
   6    -5.0000     -78.544 0.1475   0.4414E-02  0.7639E-03  0.1388E-01  0.1203E-02      -1   0.463E-02   20.00  0.8079E+01  0.0000E+00
   7    -6.0000     -74.748 0.1503   0.4982E-02  0.8145E-03  0.1224E-01  0.1117E-02      -1   0.408E-02   20.00  0.6717E+01  0.0000E+00
   8    -7.0000     -71.646 0.1532   0.5803E-02  0.8743E-03  0.1059E-01  0.1032E-02      -1   0.353E-02   20.00  0.5458E+01  0.0000E+00
   9    -8.0000     -69.045 0.1556   0.6493E-02  0.9245E-03  0.9193E-02  0.9456E-03      -1   0.306E-02   20.00  0.4349E+01  0.0000E+00
  10    -9.0000     -66.787 0.1577   0.7093E-02  0.9681E-03  0.7970E-02  0.8596E-03      -1   0.266E-02   20.00  0.3404E+01  0.0000E+00
  11   -10.0000     -64.782 0.1596   0.7626E-02  0.1007E-02  0.6871E-02  0.7737E-03      -1   0.229E-02   20.00  0.2612E+01  0.0000E+00
  12   -11.0000     -62.976 0.1613   0.8108E-02  0.1042E-02  0.5868E-02  0.6877E-03      -1   0.196E-02   20.00  0.1957E+01  0.0000E+00
  13   -12.0000     -61.328 0.1628   0.8547E-02  0.1074E-02  0.4923E-02  0.6017E-03      -1   0.164E-02   20.00  0.1431E+01  0.0000E+00
  14   -13.0000     -59.820 0.1643   0.8994E-02  0.1105E-02  0.3853E-02  0.5158E-03      -1   0.128E-02   20.00  0.1029E+01  0.0000E+00
  15   -14.0000     -58.475 0.1660   0.9810E-02  0.1147E-02  0.2722E-02  0.4298E-03      -1   0.907E-03   20.00  0.7481E+00  0.0000E+00
  16   -15.0000     -57.259 0.1676   0.1055E-01  0.1185E-02  0.1730E-02  0.3438E-03      -1   0.577E-03   20.00  0.5870E+00  0.0000E+00
  17   -16.0000     -56.143 0.1690   0.1123E-01  0.1220E-02  0.8456E-03  0.2579E-03      -1   0.282E-03   20.00  0.5377E+00  0.0000E+00
  18   -17.0000     -55.106 0.1703   0.1186E-01  0.1252E-02  0.4485E-04  0.1719E-03      -1   0.150E-04   20.00  0.5922E+00  0.0000E+00
  19   -18.0000     -54.134 0.1716   0.1245E-01  0.1283E-02 -0.6906E-03  0.8596E-04      -1  -0.230E-03   20.00  0.7379E+00  0.0000E+00
  20   -19.0000     -53.216 0.1727   0.1301E-01  0.1312E-02 -0.1376E-02  0.0000E+00      -1  -0.459E-03   20.00  0.9409E+00  0.0000E+00
  21   -20.0000     -52.344 0.1739   0.1354E-01  0.1339E-02 -0.1983E-02  0.0000E+00      -1  -0.661E-03   20.00  0.1163E+01  0.0000E+00
  22   -21.0000     -51.508 0.1749   0.1404E-01  0.1365E-02 -0.2481E-02  0.0000E+00      -1  -0.827E-03   20.00  0.1404E+01  0.0000E+00
  23   -22.0000     -50.697 0.1760   0.1454E-01  0.1390E-02 -0.2881E-02  0.0000E+00      -1  -0.960E-03   20.00  0.1656E+01  0.0000E+00
  24   -23.0000     -49.904 0.1770   0.1502E-01  0.1415E-02 -0.3193E-02  0.0000E+00      -1  -0.106E-02   20.00  0.1912E+01  0.0000E+00
  25   -24.0000     -49.123 0.1780   0.1549E-01  0.1440E-02 -0.3428E-02  0.0000E+00      -1  -0.114E-02   20.00  0.2164E+01  0.0000E+00
  26   -25.0000     -48.347 0.1790   0.1596E-01  0.1464E-02 -0.3594E-02  0.0000E+00      -1  -0.120E-02   20.00  0.2404E+01  0.0000E+00
  27   -26.0000     -47.573 0.1800   0.1643E-01  0.1488E-02 -0.3701E-02  0.0000E+00      -1  -0.123E-02   20.00  0.2627E+01  0.0000E+00
  28   -27.0000     -46.794 0.1813   0.1744E-01  0.1525E-02 -0.3760E-02  0.0000E+00      -1  -0.125E-02   20.00  0.2826E+01  0.0000E+00
  29   -28.0000     -46.004 0.1826   0.1850E-01  0.1563E-02 -0.3772E-02  0.0000E+00      -1  -0.126E-02   20.00  0.2996E+01  0.0000E+00
  30   -29.0000     -45.202 0.1840   0.1958E-01  0.1602E-02 -0.3738E-02  0.0000E+00      -1  -0.125E-02   20.00  0.3130E+01  0.0000E+00
  31   -30.0000     -44.386 0.1854   0.2068E-01  0.1641E-02 -0.3667E-02  0.0000E+00      -1  -0.122E-02   20.00  0.3223E+01  0.0000E+00
  32   -31.0000     -43.557 0.1868   0.2179E-01  0.1681E-02 -0.3566E-02  0.0000E+00      -1  -0.119E-02   20.00  0.3270E+01  0.0000E+00
  33   -32.0000     -42.714 0.1883   0.2292E-01  0.1722E-02 -0.3444E-02  0.0000E+00      -1  -0.115E-02   20.00  0.3270E+01  0.0000E+00
  34   -33.0000     -41.857 0.1897   0.2407E-01  0.1764E-02 -0.3306E-02  0.0000E+00      -1  -0.110E-02   20.00  0.3220E+01  0.0000E+00
  35   -34.0000     -40.989 0.1912   0.2524E-01  0.1806E-02 -0.3156E-02  0.0000E+00      -1  -0.105E-02   20.00  0.3124E+01  0.0000E+00
  36   -35.0000     -40.108 0.1927   0.2643E-01  0.1848E-02 -0.2999E-02  0.0000E+00      -1  -0.100E-02   20.00  0.2986E+01  0.0000E+00
  37   -36.0000     -39.216 0.1942   0.2763E-01  0.1891E-02 -0.2836E-02  0.0000E+00      -1  -0.945E-03   20.00  0.2812E+01  0.0000E+00
  38   -37.0000     -38.313 0.1958   0.2884E-01  0.1935E-02 -0.2671E-02  0.0000E+00      -1  -0.890E-03   20.00  0.2609E+01  0.0000E+00
  39   -38.0000     -37.401 0.1975   0.3045E-01  0.1984E-02 -0.2480E-02  0.0000E+00      -1  -0.827E-03   20.00  0.2386E+01  0.0000E+00
  40   -39.0000     -36.475 0.1995   0.3310E-01  0.2049E-02 -0.2263E-02  0.0000E+00      -1  -0.754E-03   20.00  0.2149E+01  0.0000E+00
  41   -40.0000     -35.538 0.2016   0.3579E-01  0.2115E-02 -0.2046E-02  0.0000E+00      -1  -0.682E-03   20.00  0.1907E+01  0.0000E+00
  42   -41.0000     -34.590 0.2037   0.3850E-01  0.2182E-02 -0.1831E-02  0.0000E+00      -1  -0.610E-03   20.00  0.1666E+01  0.0000E+00
  43   -42.0000     -33.633 0.2059   0.4125E-01  0.2249E-02 -0.1618E-02  0.0000E+00      -1  -0.539E-03   20.00  0.1434E+01  0.0000E+00
  44   -43.0000     -32.669 0.2080   0.4401E-01  0.2316E-02 -0.1407E-02  0.0000E+00      -1  -0.469E-03   20.00  0.1218E+01  0.0000E+00
  45   -44.0000     -31.697 0.2102   0.4680E-01  0.2384E-02 -0.1199E-02  0.0000E+00      -1  -0.400E-03   20.00  0.1022E+01  0.0000E+00
  46   -45.0000     -30.720 0.2123   0.4960E-01  0.2453E-02 -0.9927E-03  0.0000E+00      -1  -0.331E-03   20.00  0.8515E+00  0.0000E+00
  47   -46.0000     -29.737 0.2146   0.5271E-01  0.2524E-02 -0.7630E-03  0.0000E+00      -1  -0.254E-03   20.00  0.7096E+00  0.0000E+00
  48   -47.0000     -28.749 0.2174   0.5846E-01  0.2617E-02 -0.5085E-03  0.0000E+00      -1  -0.169E-03   20.00  0.6004E+00  0.0000E+00
  49   -48.0000     -27.755 0.2201   0.6424E-01  0.2710E-02 -0.2541E-03  0.0000E+00      -1  -0.847E-04   20.00  0.5331E+00  0.0000E+00
  50   -49.0000     -26.757 0.2229   0.7005E-01  0.2803E-02 -0.1270E-03  0.0000E+00      -1  -0.423E-04   20.00  0.5331E+00  0.0000E+00
end


 Time:       19.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

   1     0.0000    -102.936 0.1325   0.2149E-02  0.5213E-03  0.8166E-03  0.0000E+00      -1   0.272E-03   20.00  0.1413E+02  0.0000E+00
   2    -1.0000     -99.681 0.1341   0.2303E-02  0.5428E-03  0.7287E-02  0.0000E+00      -1   0.243E-02   20.00  0.1318E+02  0.0000E+00
   3    -2.0000     -94.776 0.1366   0.2592E-02  0.5793E-03  0.1062E-01  0.0000E+00      -1   0.354E-02   20.00  0.1187E+02  0.0000E+00
   4    -3.0000     -89.709 0.1400   0.3158E-02  0.6368E-03  0.1202E-01  0.0000E+00      -1   0.401E-02   20.00  0.1050E+02  0.0000E+00
   5    -4.0000     -85.099 0.1431   0.3677E-02  0.6893E-03  0.1231E-01  0.0000E+00      -1   0.410E-02   20.00  0.9102E+01  0.0000E+00
   6    -5.0000     -80.958 0.1459   0.4144E-02  0.7366E-03  0.1208E-01  0.0000E+00      -1   0.403E-02   20.00  0.7733E+01  0.0000E+00
   7    -6.0000     -77.231 0.1484   0.4566E-02  0.7793E-03  0.1148E-01  0.0000E+00      -1   0.383E-02   20.00  0.6441E+01  0.0000E+00
   8    -7.0000     -73.959 0.1510   0.5196E-02  0.8301E-03  0.1053E-01  0.0000E+00      -1   0.351E-02   20.00  0.5250E+01  0.0000E+00
   9    -8.0000     -71.167 0.1536   0.5935E-02  0.8839E-03  0.9458E-02  0.0000E+00      -1   0.315E-02   20.00  0.4174E+01  0.0000E+00
  10    -9.0000     -68.738 0.1559   0.6579E-02  0.9307E-03  0.8467E-02  0.0000E+00      -1   0.282E-02   20.00  0.3246E+01  0.0000E+00
  11   -10.0000     -66.574 0.1579   0.7153E-02  0.9725E-03  0.7542E-02  0.0000E+00      -1   0.251E-02   20.00  0.2469E+01  0.0000E+00
  12   -11.0000     -64.617 0.1598   0.7673E-02  0.1010E-02  0.6673E-02  0.0000E+00      -1   0.222E-02   20.00  0.1835E+01  0.0000E+00
