 ******* Program HYDRUS
 ******* Fertilization optimization                                              
 Date:   0. 0.    Time:   1:**:24
 Units: L = mm   , T = hours, M = M    


    n      depth     THr       THs       hs       Ks        Ks/KsTop     Beta      Ah        AK        ATh
    0.4372552E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4372789E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4373025E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4373333E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4373640E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4373948E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4374255E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4374655E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4375055E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4375454E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4375854E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4376269E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4376683E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4377128E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4377576E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4378027E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4378480E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4378936E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4379394E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4379697E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4380000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4380462E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4380924E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4381387E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4381988E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4382588E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4383189E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4383946E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4384955E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4385964E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4387285E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4388642E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4390000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4391667E+03   0.7834E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4393658E+03   0.9508E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4395772E+03   0.1125E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4397886E+03   0.1305E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4400000E+03   0.1487E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4402922E+03   0.1628E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4406210E+03   0.1630E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4408105E+03   0.1635E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4410000E+03   0.1636E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4414137E+03   0.1636E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4417068E+03   0.1636E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4420000E+03   0.1636E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4425000E+03   0.1636E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4430000E+03   0.1591E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4435000E+03   0.1485E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4440000E+03   0.1343E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4445000E+03   0.1194E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4450000E+03   0.1055E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4455000E+03   0.9297E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4460000E+03   0.8436E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4461667E+03   0.1244E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4462222E+03   0.1431E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4462944E+03   0.1329E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4463650E+03   0.1268E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4463952E+03   0.1383E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4463996E+03   0.1511E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4464053E+03   0.1463E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4464072E+03   0.1509E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4464091E+03   0.1609E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4464115E+03   0.1636E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4464147E+03   0.1607E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4464161E+03   0.1636E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4464179E+03   0.1636E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4464203E+03   0.1636E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4464233E+03   0.1503E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4464273E+03   0.1497E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4464300E+03   0.1495E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4464336E+03   0.1386E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4464352E+03   0.1492E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4464372E+03   0.1491E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4464399E+03   0.1490E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4464433E+03   0.1489E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4464478E+03   0.1489E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4464535E+03   0.1488E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4464611E+03   0.1453E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4464709E+03   0.1401E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4464836E+03   0.1380E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4465002E+03   0.1369E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4465217E+03   0.1304E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4465497E+03   0.1267E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4465860E+03   0.1236E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4466320E+03   0.1164E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4466934E+03   0.1114E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4467700E+03   0.1045E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4468850E+03   0.9446E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4470000E+03   0.9377E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4471429E+03   0.8685E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4473143E+03   0.8213E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4475429E+03   0.7279E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4477714E+03   0.7275E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4480000E+03   0.7088E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4483333E+03   0.5801E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4490000E+03   0.3903E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4495000E+03   0.4963E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4496667E+03   0.8767E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4496852E+03   0.1399E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4497093E+03   0.1252E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4497416E+03   0.1095E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4497846E+03   0.9768E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4498385E+03   0.8765E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4499192E+03   0.7705E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4500000E+03   0.7490E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4500894E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4501273E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4501767E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4502408E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4502857E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4503305E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4503889E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4504653E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4505417E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4506333E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4507556E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4508778E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4510000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4511250E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4512500E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4513000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4513650E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4514444E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4515555E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4517037E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4518518E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4520000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4522000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4524667E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4527333E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4530000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4535000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4540000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4545000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4550000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4560000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4570000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4580000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4590000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4600000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4610000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4610100E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4610170E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4610219E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4610268E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4610317E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4610366E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4610415E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4610479E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4610542E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4610625E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4610708E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4610791E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4610898E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4611006E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4611114E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4611254E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4611394E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4611534E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4611716E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4611898E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4612079E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4612316E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4612552E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4612789E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4613025E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4613333E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4613640E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4613948E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4614255E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4614655E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4615055E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4615454E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4615854E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4616269E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4616683E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4617129E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4617577E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4618027E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4618481E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4618937E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4619395E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4619697E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4620000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4620462E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4620925E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4621387E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4621988E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4622589E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4623190E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4623947E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4624955E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4625964E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4627285E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4628642E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4630000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4631667E+03   0.7808E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4633656E+03   0.9485E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4635771E+03   0.1123E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4637885E+03   0.1303E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4640000E+03   0.1485E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4642916E+03   0.1631E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4646195E+03   0.1633E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4648097E+03   0.1636E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4650000E+03   0.1636E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4654125E+03   0.1636E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4657063E+03   0.1636E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4660000E+03   0.1636E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4665000E+03   0.1636E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4670000E+03   0.1593E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4675000E+03   0.1487E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4680000E+03   0.1346E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4685000E+03   0.1197E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4690000E+03   0.1058E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4695000E+03   0.9324E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4700000E+03   0.8460E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4701667E+03   0.1248E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4702222E+03   0.1431E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4702352E+03   0.1499E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4702520E+03   0.1587E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4702638E+03   0.1567E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4702792E+03   0.1490E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4702991E+03   0.1443E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4703250E+03   0.1421E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4703587E+03   0.1350E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4704025E+03   0.1315E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4704623E+03   0.1227E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4705391E+03   0.1148E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4706313E+03   0.1096E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4707542E+03   0.1006E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4708771E+03   0.9883E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4710000E+03   0.9609E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4712000E+03   0.8024E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4714667E+03   0.7194E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4717333E+03   0.7204E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4720000E+03   0.6995E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4723333E+03   0.6104E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4730000E+03   0.4036E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4735000E+03   0.5100E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4736667E+03   0.8580E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4736728E+03   0.1494E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4736809E+03   0.1443E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4736913E+03   0.1360E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4737049E+03   0.1273E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4737225E+03   0.1188E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4737454E+03   0.1094E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4737737E+03   0.1033E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4738114E+03   0.9488E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4738586E+03   0.8602E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4739293E+03   0.7691E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4740000E+03   0.7538E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4740851E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4741232E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4741728E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4742372E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4743220E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4744067E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4744915E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4745762E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4746822E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4747881E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4748941E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4750000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4750476E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4751095E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4751900E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4752913E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4753621E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4754533E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4755899E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4756720E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4757813E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4760000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4761429E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4763143E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4765429E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4770000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4775000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4780000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4785000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4790000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4800000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4810000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4820000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4830000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4840000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4850000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4850100E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4850170E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4850219E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4850268E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4850317E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4850366E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4850415E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4850479E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4850542E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4850625E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4850708E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4850791E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4850898E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4851006E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4851114E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4851254E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4851394E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4851534E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4851716E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4851898E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4852079E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4852316E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4852552E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4852789E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4853025E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4853333E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4853640E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4853948E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4854255E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4854655E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4855055E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4855454E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4855854E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4856269E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4856683E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4857129E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4857577E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4858028E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4858481E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4858937E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4859395E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4859697E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4860000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
